question,q_word,q_pos,root,root_pos,root_lemma,wh_word,wh_head,wh_bigram,wh_pos,wh_head_pos,subj,subj_pos,subj_ner,label,o_label
What two New York Yankee pitchers swapped wives and families ?,,,swapped,VBD,swap,What,pitchers,"['What', 'pitchers']",WP,NOUN,pitchers,NOUN,,HUM:identity,PERSON
What are the 10 plagues of Egypt ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,plagues,NOUN,,ENTY:disease,
"What is the history of Hot Wheels cars , and how are they produced ?",,,is,VBZ,be,how,are,"['how', 'are']",WRB,AUX,history,NOUN,,DESC:description,
What is the rounded part on the top of a matchbook called ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,part,NOUN,,ENTY:term,
When did Nixon visit China ?,,,visit,VB,visit,When,did,"['When', 'did']",WRB,AUX,Nixon,PROPN,PERSON,NUM:date,DATE
What 's the third month of the Gregorian calendar ?,,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,month,NOUN,DATE,NUM:date,DATE
What country owns Corsica ?,,,owns,VBZ,own,What,country,"['What', 'country']",WP,NOUN,country,NOUN,,LOC:country,LOC
How many queen bees reign in a hive ?,,,reign,VBP,reign,How,bees,"['How', 'bees']",WRB,NOUN,,,,NUM:count,QUANTITY
"What sport features slotbacks , tailbacks , and touchbacks ?",,,features,VBZ,feature,What,sport,"['What', 'sport']",WDT,NOUN,sport,NOUN,,ENTY:sport,
What meat complemented sweet potatoes and peas in the first TV dinner ?,,,complemented,VBD,complement,What,meat,"['What', 'meat']",WP,NOUN,meat,NOUN,,ENTY:food,PRODUCT
What is RAM in the computer ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,RAM,VERB,,ABBR:explanation,
What is a `` repeating voter '' ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What,PRON,,DESC:definition,
What are dingoes ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,,,,DESC:definition,
Where can I find a world atlas map online at no charge ?,,,find,VB,find,Where,can,"['Where', 'can']",WRB,AUX,I,PRON,,LOC:other,LOC
What Leoncavallo opera features a prologue by a clown ?,,,features,VBZ,feature,What,opera,"['What', 'opera']",WP,NOUN,opera,NOUN,,ENTY:creation,WORK_OF_ART
How can I get someone 's email address ?,,,get,VB,get,How,can,"['How', 'can']",WRB,AUX,I,PRON,,DESC:manner,
What chapter of the Bible has the most verses ?,,,has,VBZ,have,What,chapter,"['What', 'chapter']",WDT,NOUN,chapter,NOUN,,NUM:ordinal,ORDINAL
What ocean did the Titanic sink in ?,,,sink,NN,sink,What,ocean,"['What', 'ocean']",WP,NOUN,Titanic,ADJ,ORG,LOC:other,LOC
How did P.T. Barnum bill the diminutive Charles S. Stratton ?,,,bill,NN,bill,How,did,"['How', 'did']",WRB,AUX,,,,DESC:manner,
In what year was the Wall built ?,,,built,VBD,build,what,year,"['what', 'year']",WDT,NOUN,Wall,PROPN,,NUM:date,DATE
Name one of King Henry VIII 's wives .,,,Name,VB,name,,,[],,,,,,HUM:identity,PERSON
What southwestern state is dubbed The Silver State ?,,,dubbed,VBN,dub,What,state,"['What', 'state']",WDT,NOUN,,,,LOC:state,LOC
What are pomegranates ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,pomegranates,NOUN,,DESC:definition,
Why do pharmacists work on raised floors ?,,,work,VB,work,Why,do,"['Why', 'do']",WRB,AUX,pharmacists,NOUN,,DESC:reason,
What does Robin Williams do ?,,,do,VB,do,What,does,"['What', 'does']",WP,AUX,Williams,PROPN,PERSON,HUM:title,
What country did the Allies invade in World War II 's Operation Avalanche ?,,,invade,VB,invade,What,country,"['What', 'country']",WP,NOUN,Allies,PROPN,ORG,LOC:country,LOC
What famed river was Hernando de Soto the first European to see ?,,,was,VBD,be,What,river,"['What', 'river']",WP,NOUN,river,NOUN,,LOC:other,LOC
What chess outcome results when a player has no legal move ?,,,results,VBZ,result,when,player,"['when', 'player']",WRB,NOUN,outcome player,NOUN,,ENTY:sport,
How do they find an epicenter ?,,,find,VB,find,How,do,"['How', 'do']",WRB,AUX,they,PRON,,DESC:manner,
When was Christ born ?,,,born,VBN,bear,When,was,"['When', 'was']",WRB,AUX,,,,NUM:date,DATE
Where do quality drinks begin ?,,,begin,VB,begin,Where,do,"['Where', 'do']",WRB,AUX,drinks,NOUN,,LOC:other,LOC
"In order from the top , the four stripes on a can of Pepsi are what colors ?",,,are,VBP,be,what,colors,"['what', 'colors']",WP,NOUN,stripes,NOUN,,ENTY:color,
What kind of substance is dextropropoxyphen napsylate ?,,,is,VBZ,be,What,kind,"['What', 'kind']",WDT,NOUN,kind,NOUN,,ENTY:substance,
Who is the French literary charcter who is chiefly famous for his enormous nose ?,,,is,VBZ,be,who,is,"['who', 'is']",WP,AUX,who,PRON,,HUM:identity,PERSON
What were first used by John L. Sullivan and James J. Corbett in 1892 ?,,,used,VBN,use,What,were,"['What', 'were']",WP,AUX,,,,ENTY:other,
"What country surrounds San Marino , the world 's smallest Republic ?",,,surrounds,VBZ,surround,What,country,"['What', 'country']",WP,NOUN,country,NOUN,,LOC:country,LOC
Who killed Martin Luther King ?,,,killed,VBD,kill,Who,killed,"['Who', 'killed']",WP,VERB,Who,PRON,,HUM:identity,PERSON
Who owns the rights on a TV program ?,,,owns,VBZ,own,Who,owns,"['Who', 'owns']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What did Cool Hand Luke go to jail for ?,,,go,VB,go,What,did,"['What', 'did']",WP,AUX,Luke,PROPN,,DESC:reason,
What was the V-8 Juice slogan : `` the tastebud '' ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,slogan,NOUN,,DESC:description,
What was Mae West 's last film ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,film,NOUN,,ENTY:creation,WORK_OF_ART
What letter does Gorbachev 's middle name start with ?,,,does,VBZ,do,What,letter,"['What', 'letter']",WDT,NOUN,letter name,NOUN,,ENTY:letter,
Who invented Astroturf ?,,,invented,VBD,invent,Who,invented,"['Who', 'invented']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What makes you fat ?,,,makes,VBZ,make,What,makes,"['What', 'makes']",WP,VERB,What you,PRON,,DESC:reason,
Name a flying mammal .,,,Name,VB,name,,,[],,,,,,ENTY:animal,
What season does a hiemal activity normally take place in ?,,,take,VBP,take,What,season,"['What', 'season']",WDT,NOUN,activity,NOUN,,NUM:date,DATE
What direction do the best surfing beaches face ?,,,face,VBP,face,What,direction,"['What', 'direction']",WDT,NOUN,beaches,NOUN,,LOC:other,LOC
What is the world record for the longest hair ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,record,NOUN,,NUM:distance,QUANTITY
What English word contains the most letters ?,,,contains,VBZ,contain,What,word,"['What', 'word']",WP,NOUN,word,NOUN,,ENTY:word,
How do I know if I 'm jealous of someone ?,,,know,VB,know,How,do,"['How', 'do']",WRB,AUX,I I,PRON,,DESC:manner,
What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose ?,,,waved,VBD,wave,What,prankster,"['What', 'prankster']",WP,NOUN,prankster Nixon,PROPN,PERSON,HUM:identity,PERSON
How does James Bond like his martinis ?,,,Bond,NNP,Bond,How,does,"['How', 'does']",WRB,AUX,,,,DESC:manner,
What California bay 's largest island is Angel Island ?,,,is,VBZ,be,What,bay,"['What', 'bay']",WP,NOUN,island,NOUN,,LOC:other,LOC
What was the name of the flight that Fawaz Younis hijacked ?,,,was,VBD,be,that,hijacked,"['that', 'hijacked']",WDT,VERB,name Younis,PROPN,PERSON,ENTY:vehicle,PRODUCT
What former African leader held his country 's boxing title for nine years ?,,,held,VBD,hold,What,leader,"['What', 'leader']",WP,NOUN,leader,NOUN,,HUM:identity,PERSON
What is a wet dream ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What,PRON,,DESC:definition,
"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?",,,was,VBD,be,What,bridge,"['What', 'bridge']",WP,NOUN,bridge,NOUN,,LOC:other,LOC
"What camera company said , `` If you haven 't got the time , we 've got the camera ? ''",,,said,VBD,say,ve,got,"['ve', 'got']",WRB,VERB,company you we,PRON,,HUM:organization,ORG
What happened to Pepsi Clear ?,,,happened,VBD,happen,What,happened,"['What', 'happened']",WP,VERB,What,PRON,,DESC:description,
How much does one ton of cement cost ?,,,ton,NN,ton,How,does,"['How', 'does']",WRB,AUX,,,,NUM:money,MONEY
What is a Mexican hairless ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,hairless,NOUN,,DESC:definition,
What 2th-century American poet wrote a four-volume biography of Abraham Lincoln ?,,,wrote,VBD,write,What,century,"['What', 'century']",WP,NOUN,poet,NOUN,,HUM:identity,PERSON
Where is the oldest living thing on earth ?,,,is,VBZ,be,Where,is,"['Where', 'is']",WRB,AUX,thing,NOUN,,LOC:other,LOC
What piece of jewelry is pictured on Monopoly 's Luxury Tax space ?,,,pictured,VBN,picture,What,piece,"['What', 'piece']",WDT,NOUN,,,,ENTY:other,
"Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ?",,,stopped,VBD,stop,Who,stopped,"['Who', 'stopped']",WP,VERB,Who he he,PRON,,HUM:identity,PERSON
What journalist can be found in and around Walden Puddle ?,,,found,VBN,find,What,journalist,"['What', 'journalist']",WDT,NOUN,,,,HUM:identity,PERSON
How did Socrates die ?,,,die,VB,die,How,did,"['How', 'did']",WRB,AUX,Socrates,PROPN,,DESC:manner,
How many sides does an obelisk have ?,,,have,VB,have,How,sides,"['How', 'sides']",WRB,NOUN,sides obelisk,NOUN,,NUM:count,QUANTITY
What was Edward Albee 's first full-length play ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,,,,ENTY:creation,WORK_OF_ART
What was lost and regained by poet John Milton ?,,,lost,VBN,lose,What,was,"['What', 'was']",WP,AUX,,,,ENTY:other,
What woman pitcher has struck out Ted Williams and Hank Aaron ?,,,struck,VBN,strike,What,woman,"['What', 'woman']",WDT,NOUN,pitcher,PROPN,,HUM:identity,PERSON
How can scientists predict weather by observing clouds ?,,,predict,VB,predict,How,can,"['How', 'can']",WRB,AUX,scientists,NOUN,,DESC:manner,
What songs were popular in 1948 ?,,,were,VBD,be,What,songs,"['What', 'songs']",WDT,NOUN,songs,NOUN,,ENTY:creation,WORK_OF_ART
In what year was the cannon invented ?,,,invented,VBN,invent,what,year,"['what', 'year']",WDT,NOUN,cannon,NOUN,,NUM:date,DATE
How many languages does the Pope speak ?,,,speak,VB,speak,How,languages,"['How', 'languages']",WRB,NOUN,Pope,PROPN,,NUM:count,QUANTITY
What bay divides Maryland 's Eastern and Western Shores ?,,,divides,VBZ,divide,What,bay,"['What', 'bay']",WP,NOUN,bay,NOUN,,LOC:other,LOC
"What is the real name of the singer , Madonna ?",,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,name,NOUN,,HUM:identity,PERSON
"What Frenchman claimed the following ? If God did not exist , it would be necessary to invent him . ''",,,claimed,VBD,claim,What,claimed,"['What', 'claimed']",WP,VERB,Frenchman,PROPN,PERSON,HUM:identity,PERSON
What color were Ernest Hemingway 's eyes ?,,,were,VBD,be,What,color,"['What', 'color']",WDT,NOUN,,,,ENTY:color,
What is the origin of the expression `` four-letter word '' ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,origin,NOUN,,DESC:description,
Who was the first woman in space ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,,,,HUM:identity,PERSON
What is the only animal that can turn its stomach inside out ?,,,is,VBZ,be,that,can,"['that', 'can']",WDT,AUX,animal that,PRON,,ENTY:animal,
What professional sports league originated the college draft ?,,,originated,VBD,originate,What,originated,"['What', 'originated']",WDT,VERB,league,PROPN,,HUM:organization,ORG
What is the difference between a board of directors and an advisory board ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,difference,NOUN,,DESC:description,
Who discovered imaginary numbers ?,,,discovered,VBD,discover,Who,discovered,"['Who', 'discovered']",WP,VERB,Who,PRON,,HUM:identity,PERSON
Who does the voices of the Simpsons ?,,,does,VBZ,do,Who,does,"['Who', 'does']",WP,AUX,Who,PRON,,HUM:identity,PERSON
How many feet high is the hurdle in front of a runner 's steeplechase water jump ?,,,is,VBZ,be,How,feet,"['How', 'feet']",WRB,NOUN,hurdle,NOUN,,NUM:count,QUANTITY
What religion has the most members ?,,,has,VBZ,have,What,religion,"['What', 'religion']",WDT,NOUN,religion,NOUN,,ENTY:religion,NORP
How many calories are there in a glass of water ?,,,are,VBP,be,How,calories,"['How', 'calories']",WRB,NOUN,calories,NOUN,,NUM:count,QUANTITY
"Who is the richest person in the world , without owning a business ?",,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:identity,PERSON
What is SVHS ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What,PRON,,ABBR:explanation,
What is the chemical reactivity of neon ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,reactivity,NOUN,,NUM:other,CARDINAL
Where can I find info on Alexander Mackenzie ?,,,find,VB,find,Where,can,"['Where', 'can']",WRB,AUX,I,PRON,,LOC:other,LOC
What is the cultural origin of the ceremony of potlatch ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,origin,NOUN,,DESC:description,
What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ?,,,did,VBD,do,What,town,"['What', 'town']",WP,NOUN,town,NOUN,,LOC:city,LOC
How many countries watch MTV Europe ?,,,watch,VBP,watch,How,countries,"['How', 'countries']",WRB,NOUN,countries,NOUN,,NUM:count,QUANTITY
What is SAP ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What,PRON,,ABBR:explanation,
What layer of the atmosphere contains most of the ozone layer ?,,,contains,VBZ,contain,What,layer,"['What', 'layer']",WDT,NOUN,layer,NOUN,,ENTY:other,
What is the airport code for Los Angeles International ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,code,NOUN,,NUM:code,CARDINAL
"What was the claim to fame of Explorer I , launched February 1 , 1958 ?",,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,claim,NOUN,,DESC:reason,
"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?",,,stick,VB,stick,why,did,"['why', 'did']",WRB,AUX,Doodle,PROPN,PERSON,DESC:reason,
"What do the letters CE stand for on so many products , particularly electrical , purchased now ?",,,stand,VBP,stand,What,do,"['What', 'do']",WP,AUX,CE,PROPN,ORG,ABBR:explanation,
Where did the real St. Nicholas live ?,,,live,RB,live,Where,did,"['Where', 'did']",WRB,AUX,Nicholas,NOUN,FAC,LOC:other,LOC
"Who manufactures the software , `` PhotoShop '' ?",,,manufactures,VBZ,manufacture,Who,manufactures,"['Who', 'manufactures']",WP,VERB,Who,PRON,,HUM:organization,ORG
How many eyes does a bat have ?,,,have,VB,have,How,eyes,"['How', 'eyes']",WRB,NOUN,eyes bat,NOUN,,NUM:count,QUANTITY
How do you say 2 in Latin ?,,,say,VB,say,How,do,"['How', 'do']",WRB,AUX,you,PRON,,ENTY:term,
What was Dwight Eisenhower 's favorite card game ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,game,NOUN,,ENTY:sport,
"What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?",,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,sound you it,PRON,,ENTY:other,
What is the origin of the word nevermind ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,origin,NOUN,,DESC:description,
Who was the second man to walk on the moon ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,,,,HUM:identity,PERSON
What is power steering ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,steering,VERB,,DESC:definition,
Where did Dikembe Mutombo go to college ?,,,go,VB,go,Where,did,"['Where', 'did']",WRB,AUX,Mutombo,PROPN,ORG,LOC:other,LOC
What author was appointed U.S. ambassador to Spain in 1842 ?,,,appointed,VBN,appoint,What,author,"['What', 'author']",WDT,NOUN,,,,HUM:identity,PERSON
What body of water does the Yukon River empty into ?,,,empty,JJ,empty,What,body,"['What', 'body']",WDT,NOUN,River,PROPN,LOC,LOC:other,LOC
Who is Westview High 's band director in Funky Winkerbean ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:identity,PERSON
How does a chick breathe inside an egg ?,,,breathe,NN,breathe,How,does,"['How', 'does']",WRB,AUX,,,,DESC:manner,
What is Mark McGwire 's e-mail address ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,address,NOUN,,LOC:other,LOC
How many maids were milking ?,,,milking,VBG,milk,How,maids,"['How', 'maids']",WRB,NOUN,maids,NOUN,,NUM:count,QUANTITY
The Kentucky Horse Park is located near what city ?,,,located,VBN,locate,what,city,"['what', 'city']",WP,NOUN,,,,LOC:city,LOC
What is the celtic symbol for `` life '' ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,symbol,NOUN,,ENTY:symbol,
What kind of fruit is a Yellow Transparent ?,,,is,VBZ,be,What,kind,"['What', 'kind']",WDT,NOUN,,,,ENTY:food,PRODUCT
What song put James Taylor in the limelight ?,,,put,VBD,put,What,song,"['What', 'song']",WDT,NOUN,song,NOUN,,ENTY:creation,WORK_OF_ART
"What drink is formed of tequila , orange juice and galliano ?",,,formed,VBN,form,What,drink,"['What', 'drink']",WDT,NOUN,,,,ENTY:food,PRODUCT
Name four comic strips about pilots .,,,Name,VB,name,,,[],,,,,,ENTY:creation,WORK_OF_ART
What geological time do we live in ?,,,live,VB,live,What,time,"['What', 'time']",WP,NOUN,we,PRON,,NUM:date,DATE
How do you dunk ?,,,dunk,VB,dunk,How,do,"['How', 'do']",WRB,AUX,you,PRON,,DESC:manner,
Where is the massive North Korean nuclear complex located ?,,,is,VBZ,be,Where,is,"['Where', 'is']",WRB,AUX,complex,NOUN,,LOC:other,LOC
How do plants make food ?,,,make,VB,make,How,do,"['How', 'do']",WRB,AUX,plants,NOUN,,DESC:manner,
Where is Microsoft 's corporate headquarters located ?,,,located,VBN,locate,Where,is,"['Where', 'is']",WRB,AUX,headquarters,NOUN,,LOC:other,LOC
How did the Hohenzollerns build their power around 17 ?,,,build,VB,build,How,did,"['How', 'did']",WRB,AUX,Hohenzollerns,PROPN,PERSON,DESC:manner,
When was China 's first nuclear test ?,,,was,VBD,be,When,was,"['When', 'was']",WRB,AUX,test,NOUN,,NUM:date,DATE
What is the name given to a group of geese ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,name,NOUN,,ENTY:animal,
"Why was Washington , DC originally called District of Columbia ?",,,called,VBD,call,Why,was,"['Why', 'was']",WRB,AUX,Washington DC,PROPN,GPE,DESC:reason,
How do I find a snowboarding website ?,,,find,VB,find,How,do,"['How', 'do']",WRB,AUX,I,PRON,,DESC:manner,
What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?,,,inspired,VBD,inspire,What,singer,"['What', 'singer']",WDT,NOUN,song,NOUN,,HUM:identity,PERSON
How much can a person be fined for having a dog on a beach ?,,,fined,VBN,fine,How,can,"['How', 'can']",WRB,AUX,,,,NUM:money,MONEY
Why do movie and TV stars get paid so much ?,,,paid,VBN,pay,Why,do,"['Why', 'do']",WRB,AUX,,,,DESC:reason,
What is a turnkey contract ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,contract,NOUN,,DESC:definition,
What are people doing to help prevent the extinction of birds ?,,,doing,VBG,do,What,are,"['What', 'are']",WP,AUX,people,NOUN,,DESC:description,
Why is the mile 528 feet ?,,,is,VBZ,be,Why,is,"['Why', 'is']",WRB,AUX,feet,NOUN,QUANTITY,DESC:reason,
What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?,,,were,VBD,be,What,were,"['What', 'were']",WP,AUX,gulf Joy,PROPN,ORG,LOC:other,LOC
How is carbon dioxide removed from natural gas ?,,,removed,VBN,remove,How,is,"['How', 'is']",WRB,AUX,dioxide,NOUN,,DESC:manner,
Who is Edmund Kemper ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:description,
"What was Mao , the Chinese leader 's , full name ?",,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,Mao,PROPN,PERSON,HUM:identity,PERSON
When is Dick Clark 's birthday ?,,,is,VBZ,be,When,is,"['When', 'is']",WRB,AUX,birthday,NOUN,,NUM:date,DATE
"Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ?",,,is,VBZ,be,that,is,"['that', 'is']",WDT,AUX,that,PRON,,HUM:identity,PERSON
What radio station did Paul Harvey work for ?,,,did,VBD,do,What,radio,"['What', 'radio']",WP,NOUN,station Harvey,PROPN,PERSON,HUM:organization,ORG
What character narrates Treasure Island ?,,,narrates,VBZ,narrate,What,character,"['What', 'character']",WDT,NOUN,character,NOUN,,HUM:identity,PERSON
What is the correct way to abbreviate cc. at the bottom of a business letter ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,way,NOUN,,ABBR:abbreviation,
Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?,,,starred,VBD,star,Who,starred,"['Who', 'starred']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What seven digits follow the area code in the number for long distance information ?,,,follow,VBP,follow,What,digits,"['What', 'digits']",WP,NOUN,digits,NOUN,,NUM:code,CARDINAL
What Catch-22 character is elected mayor of half a dozen Italian cities ?,,,elected,VBN,elect,What,character,"['What', 'character']",WP,NOUN,,,,HUM:identity,PERSON
"Whom does Uncle Duke 's girl friend , Honey , room with ?",,,room,NN,room,Whom,does,"['Whom', 'does']",WP,AUX,,,,HUM:identity,PERSON
"When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?",,,replied,VBD,reply,what,general,"['what', 'general']",WP,NOUN,general I,PRON,,HUM:identity,PERSON
When was the bar-code invented ?,,,invented,VBD,invent,When,was,"['When', 'was']",WRB,AUX,code,NOUN,,NUM:date,DATE
What has to be produced in a writ of habeas corpus ?,,,has,VBZ,have,What,has,"['What', 'has']",WP,AUX,What,PRON,,ENTY:other,
What team did Babe Ruth play his first major league game for ?,,,play,VB,play,What,team,"['What', 'team']",WDT,NOUN,team Ruth,PROPN,PERSON,HUM:organization,ORG
What class is categorized as the bourgeoisie ?,,,categorized,VBN,categorize,What,class,"['What', 'class']",WDT,NOUN,,,,ENTY:other,
What relative of Leo Tolstoy translated War and Peace eight times ?,,,translated,VBD,translate,What,relative,"['What', 'relative']",WDT,NOUN,,,,HUM:identity,PERSON
How does the Nintendo `` Zapper '' work ?,,,work,NN,work,How,does,"['How', 'does']",WRB,AUX,Nintendo,PROPN,PERSON,DESC:manner,
How many cards is each player dealt in Contract Bridge ?,,,is,VBZ,be,How,cards,"['How', 'cards']",WRB,NOUN,cards player,NOUN,,NUM:count,QUANTITY
Who was the second person ever to wear Iron Man 's armor ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,,,,HUM:identity,PERSON
What is InterLata Internet service ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,service,NOUN,,DESC:definition,
Who is the director and editor of the movie Big starring Tom Hanks ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,director,NOUN,,HUM:identity,PERSON
What is the `` fourth dimension '' ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,dimension,NOUN,,DESC:definition,
What is the Homelite Inc. home page ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,page,NOUN,,LOC:other,LOC
How old was Stevie Wonder when he signed with Motown Records ?,,,was,VBD,be,when,signed,"['when', 'signed']",WRB,VERB,Wonder he,PRON,,NUM:period,TIME
What is `` alternative '' anymore ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,,,,DESC:definition,
Why do they call a hamburger a hamburger when there is no ham ?,,,call,VB,call,when,is,"['when', 'is']",WRB,AUX,they,PRON,,DESC:reason,
Who won two gold medals in skiing in the Olympic Games in Calgary ?,,,won,VBD,win,Who,won,"['Who', 'won']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What year was the Avery Dennison company founded ?,,,was,VBD,be,What,year,"['What', 'year']",WDT,NOUN,company,NOUN,,NUM:date,DATE
Where does the U.S. rank among world countries in area ?,,,rank,NN,rank,Where,does,"['Where', 'does']",WRB,AUX,,,,NUM:ordinal,ORDINAL
What are the four railways in Monopoly ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,railways,NOUN,,HUM:organization,ORG
What are the names of all the seas in the world and what ocean do they drain into ?,,,drain,VB,drain,what,ocean,"['what', 'ocean']",WDT,NOUN,names they,PRON,,LOC:other,LOC
What does BMW stand for ?,,,stand,VB,stand,What,does,"['What', 'does']",WP,AUX,BMW,PROPN,ORG,ABBR:explanation,
Name the highest mountain .,,,Name,VB,name,,,[],,,,,,LOC:mountain,LOC
What is a biologist ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What biologist,NOUN,,DESC:definition,
What revelation did Alexander Butterfield make to the Senate Watergate committee ?,,,make,VB,make,What,revelation,"['What', 'revelation']",WDT,NOUN,Butterfield,PROPN,PERSON,DESC:description,
What island is home to statues called Mauis ?,,,is,VBZ,be,What,island,"['What', 'island']",WDT,NOUN,,,,LOC:other,LOC
What is a fear of black people ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What fear,NOUN,,ENTY:disease,
What 's the most extensively grown and eaten food ?,,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,What,PRON,,ENTY:food,PRODUCT
What was the worst hurricane ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,hurricane,NOUN,,ENTY:event,EVENT
How can I get started in writing for television ?,,,started,VBN,start,How,can,"['How', 'can']",WRB,AUX,I,PRON,,DESC:manner,
Where was Pythagoras born ?,,,born,VBN,bear,Where,was,"['Where', 'was']",WRB,AUX,,,,LOC:other,LOC
What 1927 silent film received an international revival in 1981 ?,,,received,VBD,receive,What,film,"['What', 'film']",WP,NOUN,film,NOUN,,ENTY:creation,WORK_OF_ART
What is the price for AAA 's liability auto insurance ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,price,NOUN,,NUM:money,MONEY
What is LMDS ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,LMDS,PROPN,,ABBR:explanation,
Who are the top ten richest people in the world ?,,,are,VBP,be,Who,are,"['Who', 'are']",WP,AUX,Who,PRON,,HUM:identity,PERSON
Who is the leader of Brunei ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:identity,PERSON
What is the capital of Italy ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,capital,NOUN,,LOC:city,LOC
What game does Garry Kasparov play ?,,,play,VB,play,What,game,"['What', 'game']",WDT,NOUN,Kasparov,PROPN,PERSON,ENTY:sport,
How do you get a pointsettia to turn red ?,,,get,VB,get,How,do,"['How', 'do']",WRB,AUX,you,PRON,,DESC:manner,
What is kept in Fort Knox that is so valuable ?,,,kept,VBN,keep,that,is,"['that', 'is']",WDT,AUX,that,PRON,,ENTY:other,
What is the greatest hiking Web site ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,site,NOUN,,LOC:other,LOC
"What is the population of Arcadia , Florida ?",,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,population,NOUN,,NUM:count,QUANTITY
What Stephen King novel is set in a graveyard for pets ?,,,set,VBN,set,What,novel,"['What', 'novel']",WP,NOUN,,,,ENTY:creation,WORK_OF_ART
Who were the head writers for the Smothers Brothers Comedy Hour ?,,,were,VBD,be,Who,were,"['Who', 'were']",WP,AUX,writers,NOUN,,HUM:identity,PERSON
